rank	frequency	lemma	printed	part_of_speech	cell	gloss	semantic_candidate_id	attestation_candidate_id	passage	context	decision	review_reason
624	11	валтасаръ	валтаса́ръ	unknown	untyped	Валтасар, царь Вавилона	synodal:candidate:0965024534777a3ed480d4dd	synodal:candidate:c301c5a1f9a8bbbfad1c0ba0	Dan.1.7	И҆ возложѝ и҆̀мъ и҆мена̀ старѣ́йшина є҆ѵнꙋ́хѡвъ: данїи́лꙋ валтаса́ръ, и҆ а҆на́нїи седра́хъ, и҆ мїсаи́лꙋ мїса́хъ, а҆за́рїи же а҆вденагѡ̀.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
625	11	варнава	варна́ва	unknown	untyped	апостол из 70	synodal:candidate:72b9a494ba6ffd4e5b2ecb73	synodal:candidate:330a981d6243fe4451657175	Acts.11.25	И҆зы́де же варна́ва въ та́рсъ взыска́ти са́ѵла, и҆ ѡ҆брѣ́тъ є҆го̀, приведѐ є҆го̀ во а҆нтїохі́ю:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
626	11	ввести	ввестѝ	unknown	untyped	попустить, лишить благодати	synodal:candidate:73ef3f62c4dcec6c290e07d6	synodal:candidate:bb4527741e6a275ab3f1961a	Dan.1.3	И҆ речѐ ца́рь ко а҆сфане́зꙋ, старѣ́йшинѣ є҆ѵнꙋ́хѡвъ свои́хъ, ввестѝ ѿ сынѡ́въ плѣ́на і҆и҃лева и҆ ѿ пле́мене ца́рска и҆ ѿ кнѧзе́й	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
627	11	внѣшнїй	внѣ́шнїй	unknown	untyped	наружный, чужой, зарубежный, 2. профанный, светский	synodal:candidate:dd78a435a4f000ff702e3209	synodal:candidate:e990ec1546004fb94fa1c7eb	Ezek.40.31	Є҆ла́мы же во дво́ръ внѣ́шнїй, и҆ фі́нїки а҆їле́ѵъ , и҆ ѻ҆́смь восхо́дѡвъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
628	11	вселеннаѧ	вселе́ннаѧ	unknown	untyped	земля, обитаемый мир	synodal:candidate:c8df9a849dd23fe6b79d940f	synodal:candidate:c5e9fbb8d7108133f9994a7f	Acts.19.27	не то́кмѡ же сїѧ̀ бѣдꙋ̀ прїе́млетъ на́ша ча́сть, є҆́же бы во ѡ҆бличе́нїе не прїитѝ, но дабы̀ и҆ вели́кїѧ боги́ни а҆ртемі́ды хра́мъ ни во что́же не вмѣни́лсѧ, и҆́мать же разори́тисѧ и҆ вели́чество є҆ѧ̀, ю҆́же всѧ̀ а҆сі́а и҆ вселе́ннаѧ почита́етъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
629	11	всюдꙋ	всю́дꙋ	unknown	untyped	везде, всюду	synodal:candidate:e271bbee6901232d7c425155	synodal:candidate:1db8e6403bef35e6cdd557db	Acts.17.30	лѣ̑та ᲂу҆̀бо невѣ́дѣнїѧ презира́ѧ бг҃ъ, нн҃ѣ повелѣва́етъ человѣ́кѡмъ всѣ̑мъ всю́дꙋ пока́ѧтисѧ:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
630	11	гласы	гла́сы	unknown	untyped	особые напевы или тоны в церковной голосовой музыке	synodal:candidate:9c7e3e513cdcaba76849561c	synodal:candidate:7270701b7e5eccad0444caa6	Apoc.10.4	И҆ є҆гда̀ возгласи́ша се́дмь громѡ́въ гла́сы своѧ̑, хотѣ́хъ писа́ти: и҆ слы́шахъ гла́съ съ нб҃сѐ гл҃ющь мѝ: запечатлѣ́й, ꙗ҆̀же глаго́лаша се́дмь громѡ́въ, и҆ сегѡ̀ не пишѝ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
631	11	деввѡра	деввѡ́ра	unknown	untyped	Деввора, пророчица Израиля	synodal:candidate:f7768317fa9e23bcdfa888d0	synodal:candidate:1dceb42e1ebf53ea966fc93a	Judg.4.4	И҆ деввѡ́ра, жена̀ проро́чица, жена̀ лафїдѡ́ѳова, сїѧ̀ сꙋдѧ́ше і҆и҃лю въ то̀ вре́мѧ:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
632	11	дѣланїе	дѣ́ланїе	unknown	untyped	работа, труд	synodal:candidate:af522aff75f0d6a8ac45ae5c	synodal:candidate:8f1c168239e54f051ac34f51	Acts.19.24	дими́трїй бо нѣ́кто и҆́менемъ, среброкова́чь, творѧ́й хра́мы срє́брѧны а҆ртемі́дѣ, подаѧ́ше хитрецє́мъ дѣ́ланїе не ма́ло,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
633	11	заднѧѧ	за̑днѧѧ	unknown	untyped	тыл, спина, то, что сзади, 2. прошлое	synodal:candidate:da2e1f3e318f772649522303	synodal:candidate:185a97a689f7e4634752d855	Ex.33.23	и҆ ѿимꙋ̀ рꙋ́кꙋ мою̀, и҆ тогда̀ ᲂу҆́зриши за̑днѧѧ моѧ̑: лице́ же моѐ не ꙗ҆ви́тсѧ тебѣ̀.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
634	11	заколенїе	заколе́нїе	unknown	untyped	жертвенное животное	synodal:candidate:85770a39290350d8538c971a	synodal:candidate:7c5e4b9a4e98daaed3f8859c	Acts.8.32	Сло́во же писа́нїѧ, є҆́же чтѧ́ше, бѣ̀ сїѐ: ꙗ҆́кѡ ѻ҆вча̀ на заколе́нїе веде́сѧ, и҆ ꙗ҆́кѡ а҆́гнецъ прѧ́мѡ стригꙋ́щемꙋ є҆го̀ безгла́сенъ, та́кѡ не ѿверза́етъ ᲂу҆́стъ свои́хъ:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
635	11	знаю	зна́ю	unknown	untyped	распознаю	synodal:candidate:1f3d3a39fe0a2485791de84d	synodal:candidate:90684bd33f3e4ce644ac40e3	Acts.19.15	Ѿвѣща́въ же дꙋ́хъ лꙋка́вый речѐ: і҆и҃са зна́ю и҆ па́ѵла свѣ́мъ, вы́ же кто̀ є҆стѐ;	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
636	11	зꙋбъ	зꙋ́бъ	unknown	untyped	зуб	synodal:candidate:a9582d45cb3d6c8d5b9abc7d	synodal:candidate:79d6836554f9c17877f48e11	Deut.19.21	да не пощади́тъ є҆гѡ̀ ѻ҆́ко твоѐ: дꙋ́шꙋ за дꙋ́шꙋ, ѻ҆́ко за ѻ҆́ко, зꙋ́бъ за зꙋ́бъ, рꙋ́кꙋ за рꙋ́кꙋ, но́гꙋ за но́гꙋ, ꙗ҆́коже а҆́ще кто̀ да́стъ поро́къ на бли́жнѧго своего̀, си́це возда́стсѧ є҆мꙋ̀.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
637	11	излиха	и҆́злиха	unknown	untyped	излишне, чрез меру	synodal:candidate:82d4c853e0b06598c4850ec0	synodal:candidate:43adf513c435ba955babf44c	Composite.8.23	[Матѳ 27:23] И҆ге́мѡнъ же речѐ: ко́е ᲂу҆̀бо ѕло̀ сотворѝ; Ѻ҆ни́ же и҆́злиха вопїѧ́хꙋ, глаго́люще: да про́пѧтъ бꙋ́детъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
638	11	исполнити	и҆спо́лнити	unknown	untyped	Наполнять, насыщать	synodal:candidate:b6a57af6ef0109285f061401	synodal:candidate:b5ca1470e78bf6a424dcc4dc	Col.1.25	є҆́йже бы́хъ а҆́зъ слꙋжи́тель по смотре́нїю бж҃їю, да́нномꙋ мнѣ̀ въ ва́съ, и҆спо́лнити сло́во бж҃їе,	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
639	11	капернаꙋмъ	капернаꙋ́мъ	unknown	untyped	Капернаум, город	synodal:candidate:76e07555b6277fb1ecdd5a0a	synodal:candidate:d799dfdf3086b8fd33369291	Jn.6.17	и҆ влѣзо́ша въ кора́бль, и҆ и҆дѧ́хꙋ на ѡ҆́нъ по́лъ мо́рѧ въ капернаꙋ́мъ. И҆ тьма̀ а҆́бїе бы́сть, и҆ не (ᲂу҆̀) бѣ̀ прише́лъ къ ни̑мъ і҆и҃съ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
640	11	кꙋю	кꙋ́ю	unknown	untyped	замышляю, строю	synodal:candidate:239d24bed69e54407b9328dc	synodal:candidate:b8da1b50bdfddb7369b1f2b1	Acts.22.24	повелѣ̀ ты́сѧщникъ ѿвестѝ є҆го̀ въ по́лкъ, ре́къ ра́нами и҆стѧза́ти є҆го̀, да разꙋмѣ́етъ, за кꙋ́ю винꙋ̀ та́кѡ вопїѧ́хꙋ на́нь.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
641	11	мощно	мо́щно	unknown	untyped	можно	synodal:candidate:115089855aa4823e6fb0bf98	synodal:candidate:7c99348598d59cc355cb2d90	Acts.2.24	є҆го́же бг҃ъ воскр҃сѝ, разрѣши́въ бѡлѣ́зни смє́ртныѧ, ꙗ҆́коже не бѧ́ше мо́щно держи́мꙋ бы́ти є҆мꙋ̀ ѿ неѧ̀.	blocked-ambiguous-homograph	multiple mixed-recension Ponomar dictionary identities share this headword; target identity, part of speech, and cell require contextual adjudication
642	11	мꙋка	мꙋка̀	unknown	untyped	наказание, мука, кара, мучение	synodal:candidate:5c18cfe8eca0d4b78273b58d	synodal:candidate:5651953db1f0e80b9297ea8f	Ex.16.31	И҆ прозва́ша сы́нове і҆и҃лєвы и҆́мѧ томꙋ̀ ма́нна: бѧ́ше же ꙗ҆́кѡ сѣ́мѧ корїа́ндрово бѣ́ло, вкꙋ́съ же є҆гѡ̀ а҆́ки мꙋка̀ съ ме́домъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
643	11	наемникъ	нае́мникъ	unknown	untyped	наемник	synodal:candidate:f7c294fc114b2e608425bd4a	synodal:candidate:5b192ac5b7e0c295e0922499	Ex.12.45	пришле́цъ и҆лѝ нае́мникъ да не ꙗ҆́стъ ѿ неѧ̀:	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
644	11	невѣдѣнїе	невѣ́дѣнїе	unknown	untyped	неведение, 2. грех по неведению соделанный	synodal:candidate:cc1e699cd6bfeacaca033f81	synodal:candidate:bedd49c4f890b2dfd3b5412b	Ezek.40.39	Во є҆ла́мѣ же вра́тъ, двѣ̀ трапє́зы ѡ҆ сїю̀ странꙋ̀, двѣ́ же ѡ҆б̾ ѻ҆нꙋ̀, є҆́же закала́ти на ни́хъ всесожжє́нїѧ, ꙗ҆̀же за грѣхѝ и҆ ꙗ҆̀же за невѣ́дѣнїе.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
645	11	нищїй	ни́щїй	unknown	untyped	нищий, бедствующий, страждущий, несчастный	synodal:candidate:97fa2ae5a6307870f77adb13	synodal:candidate:3f0b56fb142246ccf4d68df9	Ex.30.15	бога́тый да не приложи́тъ, и҆ ни́щїй да не ᲂу҆ма́литъ ѿ полꙋдїдра́хмы, є҆гда̀ даю́тъ да́нь гдⷭ҇ꙋ (ѿ сынѡ́въ і҆и҃левыхъ), є҆́же ᲂу҆молѧ́ти ѡ҆ дꙋша́хъ ва́шихъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
646	11	нѣдро	нѣ́дро	unknown	untyped	грудь, 2. залив, бухта	synodal:candidate:ae11b550d03257de6b196527	synodal:candidate:f026e7fc939b98445dc9609c	Acts.27.39	Є҆гда́ же де́нь бы́сть, землѝ не познава́хꙋ: нѣ́дро же нѣ́кое ᲂу҆смотрѣ́ша и҆мꙋ́щее песо́къ , въ не́же, а҆́ще мо́щно є҆́сть, совѣща́ша и҆звлещѝ кора́бль.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
647	11	подножїе	подно́жїе	unknown	untyped	скамеечка, которую ставили под ноги сидящему	synodal:candidate:74b155378eab3f2a3bf664f4	synodal:candidate:3de546464abaf18f1b15163a	Acts.2.35	до́ндеже положꙋ̀ врагѝ твоѧ̑ подно́жїе но́гъ твои́хъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
648	11	попранїе	попра́нїе	unknown	untyped	сор или другая никчемная вещь, которую попирают ногами	synodal:candidate:e4215e6553ed11844691d023	synodal:candidate:af5166c34c090a985385e444	Ezek.36.4	сегѡ̀ ра́ди, го́ры і҆и҃лєвы, слы́шите сло́во гдⷭ҇не, сїѧ̑ гл҃етъ а҆дѡнаі̀ гдⷭ҇ь гора́мъ и҆ холмѡ́мъ, и҆ пото́кѡмъ и҆ де́бремъ, и҆ полѧ́намъ и҆ ѡ҆пꙋстошє́нымъ, и҆ разорє́нымъ и҆ градѡ́мъ ѡ҆ста́влєнымъ, и҆̀же бы́ша въ плѣне́нїе и҆ въ попра́нїе ѡ҆ста́вшымъ ꙗ҆зы́кѡмъ ѡ҆крє́стнымъ.	candidate-unreviewed	mixed-recension Ponomar headword and meaning match a target source-partition form; part of speech, target identity, and exact cell require human confirmation
